alert_id,timestamp,source_type,device_id,device_type,building,floor,alert_type,severity_raw,value,threshold,confidence,correlation_id
dd04008d-1e33-4c15-b969-96ba08d7d4cf,2026-04-01 13:59:36,camera,cam_031,camera,B18,3,stain_detected,3,,,0.204,
6772a706-b8b5-4b2f-89d6-d899a6b5be76,2026-04-01 14:00:01,sensor,lighting_058,lighting,B1,-1,lamp_failure,4,6.22,84.34,,
0e0f615d-1ebc-4448-a4d8-ca3eca16afce,2026-04-01 14:00:21,sensor,hvac_012,hvac,B6,0,water_temp_high,4,61.44,69.16,,
9dcf9cda-37ae-4240-8495-7326ac99e1a7,2026-04-01 14:00:28,sensor,lighting_021,lighting,B4,9,circuit_fault,4,9.19,50.58,,
6e437e1c-6ef7-4970-a7f9-3a77a19c4b79,2026-04-01 14:00:37,camera,cam_144,camera,B19,5,object_left,3,,,0.189,
dee1bb26-10a6-4ede-a4b2-58d58658fe65,2026-04-01 14:00:47,camera,cam_158,camera,B10,-1,fall_detected,2,,,0.28,
82ededfe-8b25-4a27-9001-dd5f827e841c,2026-04-01 14:00:52,camera,cam_049,camera,B3,-1,object_left,1,,,0.715,
0b5e28b0-ead7-4ab5-8f86-cca7aa02eba6,2026-04-01 14:00:55,camera,cam_058,camera,B19,2,ev_illegal_parking,2,,,0.575,
9d162326-a5cb-4c32-9692-a4ea7bcaa142,2026-04-01 14:00:56,sensor,fire_pressure_001,fire_pressure,B6,10,pressure_low,2,96.94,54.7,,
c3a87983-c15d-4f37-b81a-465d8d864a70,2026-04-01 14:01:00,sensor,elevator_013,elevator,B9,13,door_fault,4,62.8,69.37,,
7325c2bf-0b8e-4dff-95bc-0b300209e5d4,2026-04-01 14:01:00,camera,cam_190,camera,B2,3,ev_illegal_parking,3,,,0.46,
a60cbd93-c478-4fd2-af16-2a8e6f7eef90,2026-04-01 14:02:08,sensor,lighting_071,lighting,B18,13,circuit_fault,2,87.56,83.09,,
c5da95d3-e91c-465b-a20a-b6c86c031181,2026-04-01 14:03:04,sensor,door_sensor_024,door_sensor,B13,8,forced_open,5,82.83,66.71,,
d6d42a54-6999-43ac-b5a5-7efefa0da859,2026-04-01 14:03:12,sensor,door_sensor_035,door_sensor,B11,1,forced_open,3,62.44,82.95,,
d1766edd-e737-4dc8-808f-6bd69bdfe11e,2026-04-01 14:03:52,sensor,lighting_077,lighting,B10,17,lamp_failure,2,25.47,59.7,,
0b9a85fc-eb7f-4db1-8c10-72f6c4359084,2026-04-01 14:03:18,camera,cam_018,camera,B9,0,climbing_detected,3,,,0.322,
7ed46456-ab2a-400b-9d2b-136cdb66d893,2026-04-01 14:03:53,camera,cam_050,camera,B4,5,fire_detected,4,,,0.028,
9295db9f-b552-40de-a0e0-c9c37807a780,2026-04-01 14:03:55,sensor,hvac_042,hvac,B19,13,filter_clog,1,59.12,83.15,,
919ab52a-2311-4afb-b7e8-3f7467e824e6,2026-04-01 14:04:44,sensor,hvac_013,hvac,B2,7,compressor_alarm,4,87.12,53.17,,
e68c1212-faab-4beb-83da-cb87aedeb925,2026-04-01 14:04:45,camera,cam_055,camera,B7,4,ev_illegal_parking,3,,,0.454,
e35eb468-4c10-45dc-89f9-ca973dee2d92,2026-04-01 14:04:48,sensor,co_sensor_003,co_sensor,B14,20,co_elevated,4,51.53,86.93,,
42d22c51-dca3-4cc9-944e-4bc2ee11a6ef,2026-04-01 14:04:58,camera,cam_074,camera,B9,0,people_gathering,2,,,0.498,
5a638c9c-ec68-44dd-bb1a-f3a118e93582,2026-04-01 14:05:00,sensor,hvac_BROKEN_001,hvac,B13,7,sensor_fault,2,21.02,80.34,,
e3329999-c24b-4f0b-81ee-1dd7e6dea4cb,2026-04-01 14:05:00,sensor,hvac_BROKEN_001,hvac,B13,7,sensor_fault,2,86.14,76.28,,
80071cd2-8408-4414-8053-ce2db6570825,2026-04-01 14:05:01,sensor,lighting_041,lighting,B8,13,circuit_fault,3,77.37,65.62,,
fa18c03a-0a89-4c62-8d6c-933d6cab4222,2026-04-01 14:05:13,sensor,door_sensor_016,door_sensor,B1,-2,open_too_long,3,93.15,77.96,,
53123299-41ba-41c3-9ac3-3de9e9846245,2026-04-01 14:05:15,camera,cam_039,camera,B20,-2,fire_detected,4,,,0.758,
c689460b-b0be-4910-a5b1-507349711aab,2026-04-01 14:05:22,sensor,elevator_005,elevator,B20,14,overspeed,3,41.8,55.39,,
b1b96f7d-6bc8-4ff0-a5d9-438e07940472,2026-04-01 14:05:45,sensor,lighting_007,lighting,B3,3,circuit_fault,5,85.18,56.91,,
4ea6b445-1700-4318-85b1-0553cb522ac5,2026-04-01 14:06:00,sensor,door_sensor_003,door_sensor,B11,3,open_too_long,4,45.63,65.38,,
6128ca60-aed6-4539-9927-70ee2c268625,2026-04-01 14:06:08,sensor,elevator_017,elevator,B15,7,maintenance_required,5,36.23,87.86,,
d48e7398-b098-4c7b-ad48-934ee658f474,2026-04-01 14:07:33,camera,cam_081,camera,B4,-2,stain_detected,3,,,0.532,
bb1c2b45-7f24-44af-8ce2-4e09eaefcd72,2026-04-01 14:07:36,sensor,hvac_031,hvac,B17,5,water_temp_high,4,17.12,51.75,,
ce8de5e9-391c-4469-992c-c7875accd2ee,2026-04-01 14:08:06,camera,cam_149,camera,B20,2,people_gathering,2,,,0.089,
f527d631-3940-42ab-b627-388ff6c81548,2026-04-01 14:08:11,sensor,door_sensor_005,door_sensor,B10,19,forced_open,4,69.27,67.95,,
e3023b4c-d35e-4f29-b233-1b9dfc2fb63e,2026-04-01 14:08:34,sensor,water_leak_009,water_leak,B4,9,leak_detected,3,51.83,79.69,,
0463ce73-0b81-40a8-9017-1df13ece9f27,2026-04-01 14:08:46,camera,cam_069,camera,B2,0,people_gathering,2,,,0.645,
4502690c-fa1f-48e8-aa65-87915caa7d69,2026-04-01 14:08:52,sensor,elevator_011,elevator,B18,0,stuck,3,41.81,70.63,,
21ca9a03-98b0-435e-ae4b-a07b3ddfda56,2026-04-01 14:08:59,camera,cam_072,camera,B12,5,ev_illegal_parking,2,,,0.43,
573c8845-558d-4f6c-bf19-23a76d77802f,2026-04-01 14:09:15,sensor,lighting_008,lighting,B6,-1,lamp_failure,5,6.4,68.07,,
dad93dd1-beb9-4232-82a9-83eba9374c44,2026-04-01 14:09:28,sensor,lighting_008,lighting,B6,-1,lamp_failure,4,8.92,57.38,,
e43ae8c6-832f-4fb7-9ca7-3bca60d973e6,2026-04-01 14:09:52,sensor,fire_pressure_019,fire_pressure,B6,3,pressure_high,3,40.88,50.34,,
67feb2c2-7c1f-49ae-bc74-b712b89a0e28,2026-04-01 14:10:02,camera,cam_038,camera,B6,4,people_gathering,3,,,0.468,
5200c922-9379-4780-964f-b7c9071abc49,2026-04-01 14:10:05,camera,cam_076,camera,B16,0,stain_detected,3,,,0.636,
dfa00db1-2a9e-4734-ba6a-ae6069b87899,2026-04-01 14:10:24,camera,cam_073,camera,B14,-1,climbing_detected,2,,,0.331,
c6cfc7d7-d5bf-4036-b2f5-b2d5c59d56b0,2026-04-01 14:10:35,sensor,lighting_005,lighting,B17,18,lamp_failure,1,82.81,77.74,,
ca9693bf-7515-475c-a36b-194e2e4a3376,2026-04-01 14:10:56,sensor,water_leak_017,water_leak,B11,6,leak_detected,2,75.23,75.68,,
61c6a8b6-9559-4a59-8bb4-ff2cdce9be8d,2026-04-01 14:11:18,sensor,hvac_042,hvac,B19,13,water_temp_high,3,7.43,57.55,,
67b6f6e5-338b-4177-b7da-5132d9c2c681,2026-04-01 14:11:31,sensor,door_sensor_020,door_sensor,B3,15,open_too_long,3,51.25,67.66,,
d9b45bfa-6476-4752-a958-a387ea04cf31,2026-04-01 14:11:54,sensor,water_leak_026,water_leak,B19,8,leak_detected,1,29.68,85.66,,
b82f7ddf-e4e4-4a3a-8835-46a691e5f0d2,2026-04-01 14:11:58,sensor,water_leak_006,water_leak,B19,18,leak_detected,4,25.11,55.41,,
a8887229-3736-4216-9d57-08a2d9a3ff61,2026-04-01 14:12:05,sensor,lighting_036,lighting,B10,6,lamp_failure,3,54.41,55.9,,
ead06fca-2c01-4b24-b68a-d4b9d7a94b14,2026-04-01 14:12:13,camera,cam_055,camera,B7,4,object_left,2,,,0.29,
534c65b7-09b3-49c9-94c9-3cbc1b450c6d,2026-04-01 14:12:57,sensor,water_leak_005,water_leak,B16,10,leak_detected,4,26.53,85.59,,
2676c582-fc04-4412-83e6-d02432d182dd,2026-04-01 14:13:00,camera,cam_174,camera,B13,4,object_left,3,,,0.417,
e84569dd-6e96-405f-a983-fecaa32b30df,2026-04-01 14:13:03,camera,cam_001,camera,B1,3,object_left,1,,,0.463,
dd00f467-fcda-43b3-9912-c44d291bebf9,2026-04-01 14:13:04,sensor,lighting_011,lighting,B4,19,lamp_failure,4,12.98,58.88,,
7ae9b5e0-8076-4881-b92e-3094cd263b29,2026-04-01 14:13:21,camera,cam_183,camera,B14,-2,object_left,3,,,0.59,
821bc9dd-b699-4f5c-a501-02e78926a825,2026-04-01 14:13:35,camera,cam_133,camera,B18,5,fall_detected,3,,,0.514,
bf3f636a-a35d-405e-836c-5d1ef4cb6f0b,2026-04-01 14:14:20,camera,cam_147,camera,B20,3,object_left,3,,,0.271,
3bb1e68f-e8fa-4aa6-9feb-0e60cad68a24,2026-04-01 14:14:23,camera,cam_109,camera,B14,0,climbing_detected,3,,,0.337,
8eef7499-56dc-42ef-b5fb-4c2b6172e31a,2026-04-01 14:14:46,sensor,pump_002,pump,B14,11,over_current,4,28.74,59.61,,
b47c7028-6da1-4b61-9d7c-881302bb8152,2026-04-01 14:15:13,sensor,door_sensor_015,door_sensor,B3,16,open_too_long,1,20.68,77.33,,
0439ec4b-cd1b-4c19-9552-93fa30dff44a,2026-04-01 14:15:27,camera,cam_050,camera,B4,5,fall_detected,2,,,0.202,
70f58b1e-55fa-405d-a176-0847541f3c2e,2026-04-01 14:16:26,sensor,water_leak_016,water_leak,B5,9,leak_detected,4,82.74,57.29,,
455e1e08-1a04-4355-8e85-73018ec79cc6,2026-04-01 14:16:35,sensor,water_leak_000,water_leak,B6,4,leak_detected,2,13.91,52.16,,
c66c30c2-2562-47c2-8724-a349c54ed81b,2026-04-01 14:17:16,camera,cam_061,camera,B12,4,people_gathering,2,,,0.38,
eb282124-1378-401b-b1f3-943e6837d2ca,2026-04-01 14:17:18,camera,cam_037,camera,B12,4,stain_detected,2,,,0.373,
5da16d4b-1745-4a16-b395-ce88c8d58333,2026-04-01 14:17:42,camera,cam_193,camera,B3,1,ev_illegal_parking,1,,,0.451,
0a2fac04-74fa-4c0d-9605-1522b05707a9,2026-04-01 14:17:44,sensor,lighting_049,lighting,B1,5,lamp_failure,2,92.81,88.09,,
ced4d3a5-053c-4bdf-80c4-eadbfc383fe3,2026-04-01 14:17:57,sensor,elevator_006,elevator,B2,-2,maintenance_required,4,48.92,84.3,,
814bc13e-6378-4438-aa36-e013108262b2,2026-04-01 14:18:18,camera,cam_075,camera,B20,2,fire_detected,4,,,0.487,
04289ff3-29e9-4db4-9af3-84f696ad41ee,2026-04-01 14:18:24,sensor,door_sensor_036,door_sensor,B2,2,forced_open,3,46.52,80.85,,
c50eb258-72de-44a4-b5c5-c3c6634c35eb,2026-04-01 14:18:49,sensor,lighting_014,lighting,B14,2,circuit_fault,4,51.22,79.87,,
0c1eae16-edc4-49fd-ac11-7329943b6757,2026-04-01 14:18:55,camera,cam_077,camera,B14,1,stain_detected,2,,,0.481,
4f4674b6-6e34-4e40-8d5c-c892c7f73877,2026-04-01 14:19:09,camera,cam_038,camera,B6,4,people_gathering,3,,,0.281,
f1eed8b7-5950-492c-8024-b2fa32151edc,2026-04-01 14:19:31,sensor,fire_pressure_016,fire_pressure,B5,11,pressure_low,5,68.1,87.74,,
1db65e52-1992-40de-8c81-bf17cf2c7020,2026-04-01 14:19:37,sensor,water_leak_016,water_leak,B5,9,leak_detected,4,7.46,87.18,,
b108800f-3912-423a-9a6b-4fb58ceffbc9,2026-04-01 14:20:10,camera,cam_181,camera,B14,0,stain_detected,2,,,0.867,
9993d2e3-3afe-4a16-9abc-5004e015612e,2026-04-01 14:20:16,sensor,lighting_013,lighting,B16,16,circuit_fault,3,67.8,82.25,,
c0d3d150-daeb-4f5f-83ed-87f86f86e646,2026-04-01 14:20:56,sensor,lighting_032,lighting,B7,5,circuit_fault,3,34.46,56.49,,
7e33c0e7-00bf-4e17-b171-d1752bcb6318,2026-04-01 14:20:56,camera,cam_056,camera,B5,1,fall_detected,2,,,0.509,
cbd74e7f-1a3c-4529-8ccd-39e2618961df,2026-04-01 14:21:10,camera,cam_127,camera,B2,1,people_gathering,2,,,0.575,
0e928455-f685-4ce0-9660-17ced1a34a7b,2026-04-01 14:21:17,camera,cam_144,camera,B19,5,stain_detected,2,,,0.625,
180cf60d-c8ae-48dc-84d8-3ba1ca2afc65,2026-04-01 14:22:04,camera,cam_003,camera,B14,4,climbing_detected,2,,,0.629,
cc89569a-bc18-40d8-adb8-4c3af09c4240,2026-04-01 14:22:59,camera,cam_105,camera,B17,1,fall_detected,3,,,0.846,
89846f6a-667f-4cb1-95f1-45ceb888cefa,2026-04-01 14:22:20,sensor,lighting_072,lighting,B5,19,circuit_fault,2,8.7,61.21,,
7752647a-77cb-44f4-acd3-999257b8c3b1,2026-04-01 14:23:20,sensor,door_sensor_038,door_sensor,B5,5,forced_open,1,71.58,52.28,,
6b42d59f-df1d-4607-862e-e8ba769e919a,2026-04-01 14:23:28,sensor,elevator_021,elevator,B2,14,overspeed,4,5.58,54.83,,
933bbeef-44aa-4a9a-bcbb-9e32128fad6f,2026-04-01 14:23:35,sensor,lighting_048,lighting,B17,11,circuit_fault,2,18.45,82.11,,
54e928fd-458d-48fa-8db6-2d0101262e38,2026-04-01 14:23:39,camera,cam_169,camera,B9,-1,climbing_detected,2,,,0.28,
767233c0-50f7-4d9d-b835-afd3ea64bdb2,2026-04-01 14:24:00,sensor,door_sensor_027,door_sensor,B16,17,forced_open,4,35.02,58.74,,
0d60516f-08b5-4d5c-8f25-d240d3ab6ad3,2026-04-01 14:24:10,camera,cam_116,camera,B16,2,fire_detected,4,,,0.298,
132f53c1-4591-4656-9717-899c1dee3952,2026-04-01 14:24:56,camera,cam_037,camera,B12,4,people_gathering,2,,,0.125,
7402e2b1-ba9d-4535-a7d7-449b8d0e5e4e,2026-04-01 14:25:33,camera,cam_028,camera,B11,2,object_left,1,,,0.545,
7db8b9c2-defa-42dd-b27f-4e7ec82f1a6e,2026-04-01 14:25:58,camera,cam_119,camera,B10,1,stain_detected,2,,,0.635,
5b168373-a7aa-4784-bebd-626c41100599,2026-04-01 14:26:46,camera,cam_041,camera,B1,-2,smoke_detected,4,,,0.393,
32d2e18f-a77a-4949-933d-4251d8959204,2026-04-01 14:26:52,camera,cam_185,camera,B14,-2,fire_detected,4,,,0.346,
c75143ad-5764-4e57-82c1-6adf917cffb6,2026-04-01 14:26:54,sensor,co_sensor_005,co_sensor,B16,5,sensor_fault,2,22.65,60.46,,
3f47d818-f9ad-489c-ad52-c77bf9d056c2,2026-04-01 14:27:18,camera,cam_045,camera,B2,2,fire_detected,4,,,0.589,
716f1f2b-d749-487b-a22e-0524bc60684d,2026-04-01 14:27:30,camera,cam_081,camera,B4,-2,people_gathering,2,,,0.086,
b929f0df-1eb4-4eed-ab99-d85ca0df11ef,2026-04-01 14:27:44,sensor,water_leak_007,water_leak,B12,7,leak_detected,3,94.8,80.43,,
27d72455-3b8b-48a9-8d3f-d2affb9b533e,2026-04-01 14:27:51,camera,cam_182,camera,B7,0,people_gathering,1,,,0.22,
42adbd6e-9345-477c-847a-1f8ff25558f9,2026-04-01 14:27:54,sensor,co_sensor_000,co_sensor,B9,4,co_elevated,3,3.24,59.02,,
0ce536e1-8cfe-46d7-8894-1837e14e2132,2026-04-01 14:28:11,camera,cam_036,camera,B4,0,climbing_detected,2,,,0.212,
02104e17-2494-40b1-8a4d-95d7e790890a,2026-04-01 14:28:20,camera,cam_195,camera,B9,0,ev_illegal_parking,1,,,0.107,
b96750ea-870e-4203-89de-38ee35bbc33c,2026-04-01 14:28:46,camera,cam_184,camera,B13,5,stain_detected,3,,,0.743,
0e30c555-63e7-4fb0-ada7-86935057e7f4,2026-04-01 14:29:28,camera,cam_003,camera,B14,4,ev_illegal_parking,1,,,0.721,
9b0ddbaf-8bb7-40f7-997f-2b75fdcdfcda,2026-04-01 14:29:54,sensor,elevator_034,elevator,B5,15,overspeed,5,67.09,51.05,,
12d402e9-9456-4e22-8600-a75500592608,2026-04-01 14:30:06,sensor,lighting_031,lighting,B15,-1,lamp_failure,4,21.4,51.8,,
3fbe1fba-8ad6-4b41-b807-e0e4881018a6,2026-04-01 14:30:35,sensor,co_sensor_003,co_sensor,B14,20,co_elevated,4,33.05,61.74,,
cfc73edb-5b26-4ec9-92bb-7ae4c0af5623,2026-04-01 14:30:35,sensor,hvac_020,hvac,B10,8,water_temp_high,2,90.84,77.3,,
04ad84a0-db2b-44e6-b4eb-fb010233ce1d,2026-04-01 14:31:07,camera,cam_068,camera,B17,3,stain_detected,1,,,0.614,
c557abf6-bf21-4963-b3fb-50a06301bc2f,2026-04-01 14:31:13,camera,cam_146,camera,B4,1,ev_illegal_parking,3,,,0.26,
07ac832a-a0bb-4a6b-89ef-4bcf98b51bfb,2026-04-01 14:31:35,camera,cam_107,camera,B19,-1,smoke_detected,4,,,0.245,
81bd9784-d829-46cb-b237-2a626e5a5df2,2026-04-01 14:31:45,sensor,door_sensor_033,door_sensor,B10,7,open_too_long,4,52.59,88.66,,
c65b0ccc-06dd-4991-b365-7b66eb5e8803,2026-04-01 14:32:53,sensor,water_leak_014,water_leak,B19,-2,leak_detected,3,38.4,82.74,,
c90709a1-5c88-45f3-87d9-820177e085af,2026-04-01 14:33:00,sensor,water_leak_016,water_leak,B5,9,leak_detected,3,14.76,85.28,,
525248cb-1f17-4db3-945b-f5285548d583,2026-04-01 14:33:18,sensor,fire_pressure_013,fire_pressure,B8,20,pressure_high,3,81.95,64.81,,
7eb1f12e-b353-4a3d-b94e-ff79029ba9f3,2026-04-01 14:33:35,camera,cam_055,camera,B7,4,ev_illegal_parking,1,,,0.409,
3f9bff03-cd46-464e-9116-a427b52d555f,2026-04-01 14:34:35,camera,cam_117,camera,B18,0,fall_detected,2,,,0.235,
43fc9f42-7906-44fb-814d-75f042fc02f4,2026-04-01 14:34:35,sensor,hvac_055,hvac,B6,4,fan_fault,2,21.6,55.4,,
1b118a1c-3780-49b0-94ca-48631c9ace0d,2026-04-01 14:35:05,sensor,lighting_038,lighting,B16,6,lamp_failure,3,65.09,80.85,,
c333b5ce-cdd7-4f0a-9f90-fba62e390a13,2026-04-01 14:35:32,sensor,lighting_031,lighting,B15,-1,circuit_fault,1,52.26,52.6,,
c4cb50cb-8c62-439c-8c3b-2a1e64867353,2026-04-01 14:35:42,camera,cam_007,camera,B20,-1,fire_detected,4,,,0.622,
6a2429d3-befe-4550-8b99-896c559563ec,2026-04-01 14:35:46,camera,cam_054,camera,B13,0,fall_detected,2,,,0.365,
21d2343d-64ef-455d-8846-ec4981109e2b,2026-04-01 14:35:48,camera,cam_107,camera,B19,-1,object_left,1,,,0.263,
6cf2bd62-3ff4-4375-9757-9b68a5726f84,2026-04-01 14:35:51,sensor,lighting_047,lighting,B2,13,lamp_failure,3,55.94,62.71,,
0c7f2f47-45f6-485f-ad24-11514eab2f80,2026-04-01 14:35:59,camera,cam_136,camera,B7,5,stain_detected,3,,,0.208,
27ac183c-5e0d-4f6d-9c79-d71cb7bd1f7a,2026-04-01 14:36:02,camera,cam_124,camera,B15,4,climbing_detected,2,,,0.176,
23b7e13f-b4ea-4ac6-9952-b98d26e77e2e,2026-04-01 14:36:16,camera,cam_166,camera,B20,5,fall_detected,2,,,0.242,
2b8dc0bd-7ab1-4ec8-b35b-017efb60dae4,2026-04-01 14:36:51,sensor,elevator_032,elevator,B19,0,door_fault,5,10.42,62.86,,
dabd2569-3a48-4a31-b1bc-a2814b479c4f,2026-04-01 14:36:29,camera,cam_146,camera,B4,1,climbing_detected,3,,,0.676,
0a5cd8bd-4364-4863-b65d-2d8f96d165de,2026-04-01 14:36:52,sensor,door_sensor_003,door_sensor,B11,3,open_too_long,1,24.02,67.63,,
106da125-f025-4d94-8cc8-1351fef4ba15,2026-04-01 14:37:12,camera,cam_049,camera,B3,-1,ev_illegal_parking,2,,,0.125,
ee878031-dd1e-480b-a2ed-ec093d9d1095,2026-04-01 14:37:30,sensor,hvac_005,hvac,B1,-2,compressor_alarm,4,60.13,89.71,,
12a1a0ce-695d-4054-aedc-630b794bc00e,2026-04-01 14:37:30,camera,cam_134,camera,B13,5,stain_detected,1,,,0.428,
5942a759-3d9f-449a-adfb-c6898ce72ff2,2026-04-01 14:37:31,sensor,hvac_019,hvac,B6,6,water_temp_high,2,37.01,51.2,,
2dc46b21-4127-4028-ad11-612133aff91e,2026-04-01 14:37:51,camera,cam_076,camera,B16,0,fall_detected,2,,,0.688,
05310944-267a-40dc-adb4-7fcc6933f619,2026-04-01 14:38:33,camera,cam_170,camera,B15,-2,ev_illegal_parking,3,,,0.223,
ccde1cf0-31f7-4204-9bcf-48609318fdfd,2026-04-01 14:39:19,sensor,lighting_008,lighting,B6,-1,circuit_fault,4,27.25,84.69,,
53d117d7-966f-4269-907c-a0404e5cfc81,2026-04-01 14:39:24,camera,cam_100,camera,B1,0,climbing_detected,2,,,0.483,
654bc944-bba1-4be4-a2e6-5643cab7646d,2026-04-01 14:39:46,camera,cam_170,camera,B15,-2,fire_detected,4,,,0.465,
ef2df3c5-ccbd-4efa-86b9-b4cd2593875e,2026-04-01 14:40:14,sensor,elevator_037,elevator,B19,7,overspeed,4,94.05,77.54,,
f6ca3185-6b01-4aa2-8ff1-08c30a0324f2,2026-04-01 14:40:34,camera,cam_075,camera,B20,2,fire_detected,4,,,0.087,
34487a7e-1480-4c41-b03f-20c051db9c9f,2026-04-01 14:40:35,camera,cam_056,camera,B5,1,ev_illegal_parking,2,,,0.371,
4b3eb36b-dd57-4111-a275-4816f489d3f2,2026-04-01 14:41:07,sensor,elevator_037,elevator,B19,7,overspeed,3,45.67,76.71,,
3fb5690a-5b54-4a66-b177-5d5392010ebf,2026-04-01 14:41:09,camera,cam_170,camera,B15,-2,fall_detected,2,,,0.253,
0c502808-ff14-4ad7-961d-411451a77e66,2026-04-01 14:41:41,sensor,lighting_063,lighting,B2,14,circuit_fault,1,33.86,81.41,,
7c25ced2-d73a-4da7-ba98-fc802764e4e7,2026-04-01 14:41:42,sensor,lighting_079,lighting,B19,1,circuit_fault,4,54.98,74.74,,
b95b855d-2b12-4fe0-86db-7ca47e29c4c3,2026-04-01 14:41:57,sensor,elevator_002,elevator,B2,9,maintenance_required,4,42.66,87.58,,
ccc34b2a-970b-42b6-a491-254ee1aa0789,2026-04-01 14:42:05,sensor,hvac_031,hvac,B17,5,filter_clog,2,8.83,73.41,,
e7c87939-25bd-4075-997c-97c34e55ec56,2026-04-01 14:42:07,sensor,hvac_041,hvac,B11,12,water_temp_high,4,53.15,77.99,,
0863e709-3d96-446f-8b2f-74e0b563b089,2026-04-01 14:42:24,sensor,lighting_004,lighting,B7,-2,circuit_fault,4,34.15,76.25,,
aaa56b36-d762-4701-8c80-e37ac1a24e02,2026-04-01 14:42:33,camera,cam_158,camera,B10,-1,fire_detected,4,,,0.223,
32b0b393-efcd-46d0-bc3c-884d7a67fb61,2026-04-01 14:42:43,sensor,lighting_029,lighting,B1,5,lamp_failure,4,51.5,70.16,,
45895e83-312f-4ff9-8822-07692c736ee0,2026-04-01 14:42:51,sensor,pump_009,pump,B8,12,flow_abnormal,1,82.46,70.04,,
05a87428-d884-470f-82b7-dfe73779783f,2026-04-01 14:43:14,sensor,hvac_030,hvac,B18,19,compressor_alarm,5,13.86,80.99,,
1c6276d3-8b0c-490c-8b6a-3ea68e2ab0a9,2026-04-01 14:43:32,sensor,elevator_032,elevator,B19,0,stuck,5,49.93,52.21,,
ab37b0ba-a265-4559-bd22-206d8d13952e,2026-04-01 14:43:44,camera,cam_197,camera,B17,-1,people_gathering,2,,,0.683,
6e530150-1261-482a-bd24-8d145e4f1d17,2026-04-01 14:43:49,sensor,elevator_005,elevator,B20,14,maintenance_required,4,16.8,70.51,,
50d03e68-f3a7-4cfc-bf38-b2fed6689832,2026-04-01 14:44:34,camera,cam_198,camera,B8,2,object_left,1,,,0.339,
c5f2ed49-b4d6-4f78-9ae5-62221406110e,2026-04-01 14:45:37,camera,cam_155,camera,B13,-1,object_left,1,,,0.217,
635e9af5-b23d-44d1-afa3-b22addb20393,2026-04-01 14:45:44,camera,cam_108,camera,B18,0,ev_illegal_parking,1,,,0.459,
1647c83a-d050-411a-b5c0-d796ee92b66c,2026-04-01 14:46:05,sensor,door_sensor_039,door_sensor,B18,15,open_too_long,3,36.15,51.85,,
03db2608-da54-439e-bac9-a00dc6bc1626,2026-04-01 14:46:36,camera,cam_080,camera,B10,2,ev_illegal_parking,2,,,0.387,
dacae910-659a-4c84-98b5-d42547f71746,2026-04-01 14:46:39,camera,cam_000,camera,B10,4,smoke_detected,4,,,0.265,
9af80021-ad48-4f08-af58-5796b69539bd,2026-04-01 14:47:29,sensor,lighting_034,lighting,B19,5,circuit_fault,3,7.97,60.97,,
ada670c0-0dc9-4b33-a905-58386fbd8762,2026-04-01 14:48:23,sensor,hvac_016,hvac,B16,-2,compressor_alarm,5,66.35,61.01,,
c4fe44fe-ec90-4b66-bd9a-12bfcef1591a,2026-04-01 14:48:32,sensor,lighting_052,lighting,B13,18,circuit_fault,4,15.78,59.0,,
86e508c0-35e4-400f-949e-9abe0c14696a,2026-04-01 14:48:33,sensor,water_leak_002,water_leak,B7,4,leak_detected,2,7.75,75.97,,
5dd8ef64-6743-4927-85e1-0eae935fc7ef,2026-04-01 14:48:34,sensor,door_sensor_017,door_sensor,B17,4,open_too_long,2,95.94,59.5,,
f2304fe2-3da7-4377-8f3a-f406f46b1454,2026-04-01 14:48:48,sensor,pump_004,pump,B3,15,temperature_high,3,26.46,85.18,,
a9ee3829-ee45-4154-a669-4d071f12c2aa,2026-04-01 14:49:00,sensor,lighting_016,lighting,B8,5,circuit_fault,5,15.13,83.58,,
b23c01ed-124d-4286-b10f-ec6911c8801e,2026-04-01 14:49:20,sensor,lighting_077,lighting,B10,17,lamp_failure,4,21.57,70.25,,
057dfa91-1a36-4a34-86c9-2dcb70ea5ae7,2026-04-01 14:49:40,camera,cam_150,camera,B2,5,smoke_detected,4,,,0.353,
081376ee-b16e-49e9-8fd8-2bc7076cec71,2026-04-01 14:49:47,sensor,elevator_030,elevator,B2,6,door_fault,4,11.36,87.84,,
876081ee-8acd-4e33-8ee0-26a1a0ed047b,2026-04-01 14:49:54,camera,cam_157,camera,B12,-2,people_gathering,1,,,0.134,
d78c5dbf-3eed-41b2-a127-d6183154fa16,2026-04-01 14:49:49,camera,cam_166,camera,B20,5,climbing_detected,2,,,0.443,
7ceffed3-fe23-4139-aa3b-acdb4ce6c081,2026-04-01 14:49:57,sensor,fire_pressure_011,fire_pressure,B15,8,pressure_high,3,69.82,62.74,,
14043175-2800-4069-82b9-b762a26d7dc1,2026-04-01 14:50:56,sensor,door_sensor_024,door_sensor,B13,8,open_too_long,3,44.14,89.9,,
73b51702-e482-4259-862b-85bdd62fc7a0,2026-04-01 14:51:14,sensor,door_sensor_019,door_sensor,B15,5,open_too_long,2,24.41,78.16,,
118f783c-2484-4052-85e9-17d1fc749f16,2026-04-01 14:51:24,sensor,hvac_006,hvac,B19,10,compressor_alarm,3,12.92,70.89,,
c2090548-c0c7-4cc9-8845-9246a387edfc,2026-04-01 14:51:40,camera,cam_113,camera,B19,0,fall_detected,2,,,0.281,
